NRDB编号,循环,卡包,序号,英文名称,名称,文本,风味文字,阵营,派系,类型,子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
35011,仰望,仰望,11,Rent Rioters,抗租暴动者,[click][click][click]，[trash]<strong>：</strong>获得9[credit]。,“最后他们涨了房租赶我们走，但暴动让房价暴跌——我们搬回来了，还谈了个好价钱！”,潜袭者,反叛者,资源,人脉 - 低劣,,3,,,,,,2,,,,1,Oliver Morit
35012,仰望,仰望,12,Barry “Baz” Wong: Tri-Maf Veteran,巴里·“巴兹”·王: 三和党老江湖,每当公司激活一层防火墙时，你可以从你的操控器安装1个资源或硬件。,比划比划？,潜袭者,逆法者,潜袭者特性,半机械人,,1,,,0,45,15,,,,,,Zefanya Langkan Maega
35013,仰望,仰望,13,MuslihaT: Multifarious Marketeer,穆斯莉哈特: 多面营销专家,当你的回合开始时，查看你的存储栈顶端的卡牌。如果该卡牌是一个<strong>破解器</strong>或<strong>潜袭</strong>事件，你可以展示之，并将其加入你的操控器。,同行压力最有效。,潜袭者,逆法者,潜袭者特性,原生人,,1,,,0,45,15,,,,,,Marlon Ruiz
35014,仰望,仰望,14,Clean Getaway,利落脱身,潜袭任意一台服务器。如果成功，获得6[credit]。,"“……一百二十七发子弹，两辆警用飞跃车报废。奇迹般无警员伤亡，嫌犯仍在逃。”
—阿卜杜勒·萨塔尔，KKN 6",潜袭者,逆法者,事件,潜袭,,3,,,,,,3,,,,2,Amirul Hhf
35015,仰望,仰望,15,Lie Low,避风头,"作为打出本事件的额外费用，花费[click]。
结算下列中的1项：
- 抽4张卡牌。
- 移除最多2枚锁定标记。",“真可惜钱花在了这里，本可以打扮一下我的公寓。”,潜袭者,逆法者,事件,双重,,3,,,,,,1,,,,1,Dimik
35016,仰望,仰望,16,Maintenance Access,检修通道,"作为打出本事件的额外费用，花费[click]。
潜袭档案库。当你将要接驳档案库时<em>（通过所有防火墙后）</em>，将被攻击的服务器改为总部并接驳总部。","“别让自尊心挡住捷径。”
—“D鼠”·奥莱恩",潜袭者,逆法者,事件,双重 - 潜袭,,3,,,,,,0,,,,3,Mauricio Herrera
35017,仰望,仰望,17,Transfer of Wealth,财富转移,潜袭总部。如果成功，拿取1枚锁定标记并且公司失去3[credit]。公司每以此法失去1个信用点，你获得2[credit]。,"“加里曼丹城有句老话，‘虎死于斑纹’——有钱就别显摆。”
—佐哥",潜袭者,逆法者,事件,潜袭,,3,,,,,,0,,,,4,Oliver Morit
35018,仰望,仰望,18,Detente,共济,"+1[mu]
每回合你第一次对总部进行成功的潜袭时，你可以从总部随机将1张卡牌牌面朝上附载到本硬件上。<em>（它没有被安装或激活。）</em>
[click]，<strong>将2张所附载的卡牌加入总部：</strong>潜袭者可以随机读取总部中的1张卡牌。双方玩家都可以使用本能力。
每位玩家限制1个<strong>控制台</strong>。",,潜袭者,逆法者,硬件,控制台,是,3,,,,,,3,,,,3,Oliver Morit
35019,仰望,仰望,19,Maglectric Rapid (748 Mod),磁电迅雷（748式改）,每当你对总部进行一次成功的潜袭时，你可以销毁本硬件，以关闭1张已安装的公司卡牌。,"“真当老子收拾够你们了？
想得美。”
—巴里·“巴兹”·王",潜袭者,逆法者,硬件,武器,是,3,,,,,,1,,,,2,Matheus Calza
35020,仰望,仰望,20,Sang Kancil,百灵鹿,"对接 → <strong>1[credit]：</strong>破解1条<strong>门禁</strong>子进程。
<strong>3[credit]：</strong>强度+2。如果一个<strong>潜袭</strong>事件正在生效，本能力的费用减2[credit]。",只要不被抓到，后果就无所谓。,潜袭者,逆法者,程序,解码模块 - 破解器,,3,,,,,,3,2,1,,2,Anthony Hutchings
35021,仰望,仰望,21,Fransofia Ward,芙兰索菲娅·沃德,"每层防火墙的激活费用加1[credit]。
每当你遭遇一层防火墙时，如果公司有15[credit]或更多，你可以销毁本资源以略过该防火墙。<em>（通过该防火墙。不再结算子进程或其他“遭遇时”能力。）</em>","“她有个最好的师傅：我。等我退休后，KK三和党将会交给一把好手。”
—巴里·“巴兹”·王",潜袭者,逆法者,资源,人脉,是,3,,,,,,3,,,,3,Oliver Morit
35022,仰望,仰望,22,Open Market,自由市场,"当你安装本资源时，填装6[credit]到本资源上。当其清空时，销毁之。
你可以花费所附载的信用点，以安装<strong>人脉</strong>与<strong>工作</strong>资源。
当你的回合开始时，从本资源上拿取1[credit]。","“NBN那帮好管闲事的靠数据刮削赚了上万亿，凭啥我不能用它开发新客户？”
—穆斯莉哈特",潜袭者,逆法者,资源,工作 - 场所,,3,,,,,,2,,,,2,Kira L. Nguyen
35023,仰望,仰望,23,Dewi Subrotoputri: Pedagogical Dhalang,德薇·苏布罗托普特里: 教学引戏人,"每当你进行一次成功的潜袭时，如果你没有剩余的[mu]，你可以将本特性翻面并获得1[credit]。
<strong>翻面</strong> 德薇·苏布罗托普特里: 暗影引路人
每当你进行一次成功的潜袭时，如果你有至少1个剩余的[mu]，你可以将本特性翻面并抽1张卡牌。","还有谁会来讲述这些善恶的故事呢？
我们不能让公司的肮脏勾当继续隐藏在暗影之中。",潜袭者,塑造者,潜袭者特性,原生人,,1,,,0,45,15,,,,,,Zefanya Langkan Maega
35024,仰望,仰望,24,Magdalene Keino-Chemutai: Cryptarchitect,玛格达琳·凯诺-切穆泰: 幕后建筑师,每当你弃牌到你的手牌上限时，你可以从所弃除卡牌中安装1个程序或硬件。,好的设计是无形的——但我从不仅仅满足于“好”。,潜袭者,塑造者,潜袭者特性,半机械人,,1,,,0,45,15,,,,,,Marlon Ruiz
35025,仰望,仰望,25,Illumination,映照,潜袭研发中心。如果成功，从你的操控器安装最多3张卡牌<em>（每次一张）</em>，每张安装费用减1[credit]。,“她把这编进节目不怕惹事？而且她是怎么发现这件事的？！”,潜袭者,塑造者,事件,潜袭,,3,,,,,,0,,,,3,Ismatulloh (Polar Engine)
35026,仰望,仰望,26,Ritual,仪式,你每有一个剩余的[click]，抽1张卡牌。,每一天都以相同的方式开始：喝茶、看新闻、一幅三维拼图。然后开始干活。玛格达琳不会让被解雇这件事阻碍她完成自己的杰作。,潜袭者,塑造者,事件,,,3,,,,,,0,,,,2,Alecia Doyley
35027,仰望,仰望,27,GAMEDRAGON™ Pro,游龙™ Pro,"当你安装本硬件时及你的回合开始时，你可以将本硬件附载到一个已安装的非<strong>智能模块</strong>的</strong>破解器</strong>上。
被附载的<strong>破解器</strong>强度+1。增加其强度的能力持续到潜袭结束<em>（而不是只持续更短时间）</em>。",,潜袭者,塑造者,硬件,改造,是,3,,,,,,2,,,,2,Elizaveta Sokolova
35028,仰望,仰望,28,Madani,承创,"[click]<strong>：</strong>从你的操控器将任意数量的程序牌面朝上附载到本硬件上。<em>（它们没有被安装。）</em>
每回合限一次 → <strong>0[credit]：</strong>安装1个所附载的程序<em>（支付其安装费用）</em>。
每位玩家限制1个<strong>控制台</strong>。",,潜袭者,塑造者,硬件,控制台,是,3,,,,,,2,,,,3,Amirul Hhf
35029,仰望,仰望,29,Azimat,阿齐玛灵符,"2[recurring-credit]<em>（当你安装本程序时及你的回合开始前，将所附载的信用点补充至2个。）</em>
你可以花费所附载的信用点以支付销毁费用。","“为了我的孩子们，我愿意忍受任何痛苦。”
—德薇·苏布罗托普特里 饰 蒂娅·昆蒂",潜袭者,塑造者,程序,,,3,,,,,,1,,2,,1,"Elwin ""Jakuza"" Rumplmair"
35030,仰望,仰望,30,Chromatophores,色素细胞,"仅能安装在一层防火墙上。
被附载的防火墙获得<strong>屏障</strong>、<strong>门禁</strong>与<strong>警报</strong>。","“信网的运作既基于数字逻辑，也基于梦想逻辑。如果你相信某件事是真的，那么它往往就是真的。”
—《硅基百科》",潜袭者,塑造者,程序,木马,,3,,,,,,1,,1,,2,Adam S. Doyle
35031,仰望,仰望,31,Devadatta Drone,提婆达多雄蜂,"当你安装本程序时，放置2枚能量指示物到本程序上。
每当你侵入研发中心时，你可以移除1枚所附载的能量指示物，以额外读取1张卡牌。","“我在里面还有些朋友。”
—玛格达琳·凯诺-切穆泰",潜袭者,塑造者,程序,,,3,,,,,,1,,1,,1,Bruno Balixa
35032,仰望,仰望,32,Principia,原理,"每有一个已安装的其他<strong>破解器</strong>，本程序的安装费用减1[credit]。<em>（安装本程序时销毁的程序不计算在内。）</em>
对接 → <strong>1[credit]：</strong>破解1条<strong>屏障</strong>子进程。
<strong>2[credit]：</strong>强度+2。",站在巨人的肩膀上。,潜袭者,塑造者,程序,分解模块 - 破解器,,3,,,,,,4,2,1,,1,Bruno Balixa
35033,仰望,仰望,33,“Knickknack” O’Brian,“珍奇阁主”奥布莱恩,每回合第一次潜袭开始时，你可以销毁另1张你已安装的卡牌。如果你如此做，获得等同于其印刷安装费用的信用点并抽1张卡牌。,下城区流通百种货币，“珍奇阁主”来者不拒。信用点和印尼盾能换来面条。想点他的隐藏菜单，就得用烧焦设备和灭活病毒。若想尝那道烟熏培养鸡，请带上他最看重的硬通货——你的故事。,潜袭者,塑造者,资源,人脉,是,3,,,,,,2,,,,3,Alecia Doyley
35034,仰望,仰望,34,Side Hustle,外快,"当你安装本资源时及每次潜袭开始时，放置1[credit]到本资源上。
当所附载的信用点有6个或更多时，从本资源上拿取所有信用点，销毁之，并抽1张卡牌。","“服务快狠准 ★★★★☆”
—满意客户",潜袭者,中立潜袭者,资源,工作,,3,,,,,,2,,,,0,Elizaveta Sokolova
35035,仰望,仰望,35,LEO Construction: Labor Solutions,利奥建工: 劳工解决方案,每回合限一次 → <strong>销毁1张被攻击服务器根目录中或保护该服务器的已激活的生化人卡牌：</strong>终止本次潜袭。,寰宇劳工，使命必达。,公司,哈斯生化,公司特性,部门,,1,,,,45,15,,,,,,Vitalii Ostaschenko
35036,仰望,仰望,36,Poétrï Luxury Brands: All the Rage,珀依诗奢品: 风靡万世,"每当你将一个议案计分时，查看研发中心顶端的3张卡牌。你可以安装其中1张非议案卡牌。
每当一个议案被窃取时，你可以从总部安装1张非议案卡牌。",风尚轮流转，珀依诗永流传。,公司,哈斯生化,公司特性,部门,,1,,,,45,15,,,,,,Dimik
35037,仰望,仰望,37,Aggressive Trendsetting,锐创潮流,潜袭者在其每个回合中第一次销毁一张已安装的公司卡牌时，其可以花费[click]。如果其未如此做，你在下回合获得的[click]数量+1。,“亲爱的，你不会也参加了那场晚宴吧？我肯定没看到你！”,公司,哈斯生化,议案,原创,,3,3,1,,,,,,,,,Elliott Birt
35038,仰望,仰望,38,Project Ingatan,忆存计划,"红利1<em>（当你将本议案计分时，每有一枚多余的推进指示物，放置1枚议案指示物到本议案上。）</em>
当你的弃牌阶段结束时，你可以移除1枚所附载的议案指示物，以从档案库安装1张卡牌，忽略所有的费用。",,公司,哈斯生化,议案,研究,,3,3,2,,,,,,,,,Kira L. Nguyen
35039,仰望,仰望,39,Humanoid Resources,仿生人力资源,[click][click][click]，[trash]<strong>：</strong>获得4[credit]并抽3张卡牌。从总部安装最多2张卡牌<em>（每次一张）</em>。你可以从总部打出1个事务。,“配置倒计时，5……”,公司,哈斯生化,资产,,,3,,,,,,1,,,1,2,Martin de Diego Sádaba
35040,仰望,仰望,40,Otto Campaign,空蛸营销计划,"当你激活本资产时，填装6[credit]到本资产上。当其清空时，销毁之并获得[click][click]。
当你的回合开始时，从本资产上拿取2[credit]。",“小朋友们，不要怕空蛸。他们在建造我们的未来！”,公司,哈斯生化,资产,广告,,3,,,,,,2,,,2,3,Mauricio Herrera
35041,仰望,仰望,41,Bumi 1.0,布米1.0,"在对本服务器的潜袭中，当你激活本防火墙时，你可以销毁1个已安装的<strong>木马</strong>程序。
<strong>失去[click]：</strong>破解本防火墙上的1条子进程。只有潜袭者可以使用本能力。
[subroutine] 销毁1个已安装的程序。
[subroutine] 造成1点核心伤害。",“尔等安敢？”,公司,哈斯生化,防火墙,杀伤 - 生化人 - 毁灭者 - 警报,,3,,,,,,3,3,,,1,Ferenc Patkós
35042,仰望,仰望,42,Scatter Field,散射场,"只要本防火墙是保护本服务器的唯一防火墙，其强度便+4。
[subroutine] 你可以从总部安装1张卡牌。
[subroutine] 终止本次潜袭。","“所谓意识观测能改变现实，是对于观测者效应的错误理解。观测即可改变现实，跟观测者是否有意识并无关系。”
—《硅基百科》",公司,哈斯生化,防火墙,门禁,,3,,,,,,3,0,,,2,Bruno Balixa
35043,仰望,仰望,43,Nanomanagement,纳米级管控,获得[click][click]。,"“我是个非常通情达理的管理者。我绝不会要求下属做我自己都做不到的事情。”
—巴斯 CH1R180G4",公司,哈斯生化,事务,,,3,,,,,,4,,,,4,Alecia Doyley
35044,仰望,仰望,44,Top-Down Solutions,自顶向下法,抽2张卡牌。从总部安装最多2张卡牌<em>（每次一张）</em>。,"“人类脑磁带的故障率与给定生化人的肢体数量成正比，因此我们已开始逐步淘汰它们，转而采用更加适合的解决方案。一个人类脑磁带可能与一只章鱼共事数周而没有丝毫察觉。”
—梅娅·米涅尔杜蒂尔，研发中心",公司,哈斯生化,事务,,,3,,,,,,2,,,,2,Martin de Diego Sádaba
35045,仰望,仰望,45,Mercia B4LL4RD,梅西娅 B4LL4RD,当你的行动阶段结束时，你可以从总部安装1层防火墙，其安装费用减1[credit]。如果你如此做，将本升级转移到该防火墙保护的服务器根目录。,“我的前任有激情、想象力和野心。请放心，我完美规避了这些缺点。”,公司,哈斯生化,升级,学术 - 生化人,是,3,,,,,,2,,,2,2,Dimik
35046,仰望,仰望,46,AU Co.: The Gold Standard in Clones,傲金公司: 克隆体的黄金标准,"每当你造成伤害或从总部销毁1张或更多卡牌时，放置1枚能量指示物到本特性上。
当你的回合开始时，你可以移除2枚所附载的能量指示物，以查看研发中心顶端的3张卡牌。销毁其中1张并将余下的卡牌加入总部。",,公司,人间会社,公司特性,部门,,1,,,,45,15,,,,,,Marlon Ruiz
35047,仰望,仰望,47,PT Untaian: Life's Building Blocks,丝链有限公司: 生命基石,当你的弃牌阶段结束时，如果总部中的卡牌数量为3张或更少，你可以支付1[credit]以放置1枚推进指示物到一张你可以推进的未激活卡牌上。<em>（本回合你不能将该卡牌计分。）</em>,织就未来。,公司,人间会社,公司特性,部门,,1,,,,45,15,,,,,,Kira L. Nguyen
35048,仰望,仰望,48,Proprionegation,本体否定,"当你将本议案计分时，放置1枚议案指示物到本议案上。
<strong>所附载的议案指示物：</strong>潜袭者移动到档案库最外层位置。<em>（如果该位置有防火墙，潜袭者接驳之。）</em>本能力仅能在潜袭中使用。",我们过度仰仗空间认知。当该系统突获空信号，意识图景将何以自持？,公司,人间会社,议案,防卫,,3,4,2,,,,,,,,,Cat Shen
